@relation HW8_ionosphere

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute CLASS {1,2}

@data
-2.865899,0,0.720619,-2.365858,0.767382,1.918601,-3.146419,-2.149516,0.962700,-2.441548,-0.845050,-0.313329,-0.644182,-0.188763,-2.058980,2.026455,1.000050,-2.005756,1.022903,-1.880216,-1.781969,1.913874,1.055911,-1.787057,1.043935,-1.826594,0.887941,-1.691672,-2.393610,-1.913666,-0.616840,0.007387,1.244848,-2.166132,2
0.347937,0,0.641999,0.094755,0.705057,0.166882,0.832562,0.297935,0.924125,0.349642,0.803000,0.621986,0.742300,0.872459,0.741453,1.127489,0.567086,1.397584,0.527955,1.455326,0.341136,1.312136,0.200267,1.553448,0.017314,1.608821,-0.402226,1.649920,-0.224012,1.749139,-0.376133,1.698184,-0.495316,1.811451,1
0.347937,0,0.106685,0.780451,-1.156208,-0.251490,-1.785159,1.111953,-1.009432,-0.374796,-0.845050,-0.313329,-0.644182,-0.188763,-0.211096,-0.683273,-0.277708,0.398696,0.167501,1.552325,-0.552115,-0.016010,-0.600356,0.108835,0.584311,0.678467,0.426690,1.280773,-0.657153,0.054938,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,0.720619,0.014335,0.767382,-0.016534,0.913227,0.145213,0.962700,0.213257,0.929584,0.390487,0.963054,0.584385,0.921515,0.780324,0.824101,1.021670,0.638179,1.179085,0.770290,1.141187,0.717668,1.298659,0.467274,1.397472,0.101760,1.388823,0.203052,1.485798,0.206054,1.403271,-0.029758,1.575681,1
-2.865899,0,0.720619,2.164823,-1.156208,-0.251490,0.913227,-2.149516,0.962700,-2.441548,0.929584,1.707619,0.963054,1.831959,1.004615,-2.336826,1.000050,2.020317,1.022903,1.972783,1.087691,-1.945894,-2.256623,-1.787057,1.043935,-1.826594,0.887941,-1.691672,1.079303,2.023542,-0.616840,0.007387,1.244848,-2.166132,2
0.347937,0,0.720619,-0.008137,0.767382,0.008531,0.913227,0.081094,0.962700,0.202262,0.906567,0.310922,0.846449,0.571816,0.868561,0.711995,0.707810,0.934465,0.681499,0.951623,0.749891,1.070167,0.564513,1.210898,0.474777,1.314502,0.091803,1.235284,0.279699,1.254448,0.176044,1.246468,0.105338,1.306964,1
-2.865899,0,0.720619,2.164823,0.767382,-2.421581,0.913227,1.691099,0.962700,1.691956,0.929584,1.707619,0.963054,1.831959,1.004615,2.026455,1.000050,-2.005756,-2.170624,1.972783,-2.191921,1.913874,-2.256623,2.004727,1.043935,-1.826594,0.887941,1.944525,-2.393610,2.023542,-2.366672,-1.939751,-2.581707,2.104295,2
0.347937,0,0.720619,0.446970,0.767382,0.802958,0.913227,1.172097,0.962700,1.691956,0.929584,1.707619,0.963054,1.831959,1.004615,1.527470,1.000050,2.020317,1.022903,1.972783,0.669015,1.913874,0.884437,2.004727,0.432440,2.106585,-0.308193,1.944525,-0.469286,2.023542,-0.920786,1.954525,-2.225512,2.104295,1
-2.865899,0,0.720619,2.164823,0.767382,-2.421581,0.913227,1.691099,-2.981564,1.691956,-0.845050,-0.313329,0.963054,1.831959,-0.527182,-0.155185,-0.618020,0.007281,-2.170624,1.972783,-2.191921,1.913874,1.055911,2.004727,1.043935,-1.826594,0.887941,1.944525,1.079303,2.023542,1.132992,-1.939751,-2.581707,2.104295,2
0.347937,0,0.720619,-0.250120,0.767382,1.114301,0.913227,-0.045685,0.962700,0.044341,0.929584,-2.334276,0.963054,-1.008348,1.004615,-0.500997,1.000050,0.105819,1.022903,-1.139246,1.087691,-0.528838,1.055911,-1.787057,1.043935,-1.001453,0.887941,-1.352997,1.079303,-1.913666,1.132992,-1.522187,1.244848,-1.061201,1
-2.865899,0,0.720619,-2.365858,0.767382,1.918601,0.913227,1.691099,0.962700,1.691956,0.929584,1.707619,0.963054,-2.209485,1.004615,-2.336826,1.000050,2.020317,1.022903,-1.880216,1.087691,1.913874,1.055911,2.004727,1.043935,-1.826594,0.887941,1.944525,1.079303,-1.913666,1.132992,1.954525,1.244848,-2.166132,2
0.347937,0,0.565448,0.076270,0.626556,0.101172,0.704196,0.243533,0.649348,0.352639,0.553380,0.539430,0.492391,0.760633,0.557269,1.076918,0.360249,1.299650,0.244433,1.297044,0.102217,1.276530,-0.033383,1.404544,-0.275226,1.637475,-0.685757,1.469728,-0.488821,1.453395,-0.568982,1.508085,-0.745401,1.453247,1
0.347937,0,0.081651,-0.492738,0.427522,0.223934,-0.169825,0.401843,-0.500720,0.830203,0.929584,-0.620391,-0.627145,0.710923,-0.510945,0.692797,-0.315749,0.836008,-0.405130,0.746624,-0.481194,0.577333,-0.601731,0.581595,-0.734297,0.521612,-1.132847,0.389705,-0.740139,0.258669,-0.697070,0.144933,-0.745209,0.067003,2
0.347937,0,0.215343,-0.164196,0.107206,-0.363857,0.519868,-0.175229,0.685556,-0.322817,0.281168,-0.136940,0.506567,-0.030338,0.592210,-0.042220,0.652974,-0.552565,0.479620,0.017791,0.738379,0.118175,-0.027039,-0.244540,0.445527,0.195276,0.132601,0.005759,0.272719,-0.361501,0.415981,-0.266244,0.409913,0.032263,1
0.347937,0,-0.501402,-0.244208,0.718599,-0.157568,0.913227,1.691099,-0.302995,-0.058604,0.121735,-0.049393,0.345345,-1.847574,0.358748,1.326367,0.462705,-0.203041,0.170902,-0.176555,0.523171,0.269458,0.777807,0.971883,0.127954,0.462870,-0.094053,0.392414,-0.093448,0.003518,0.067659,0.270659,-0.010052,0.241428,2
0.347937,0,0.068571,0.002057,0.324590,-0.480782,0.453635,-0.156736,0.292924,-0.468379,0.300086,-0.290451,0.429323,-0.470896,0.576861,-0.204578,0.627586,0.181992,0.414329,-0.106392,0.691661,-0.474821,0.624652,-0.170183,0.782997,-0.156842,0.382056,0.020958,0.502660,0.099507,0.895278,0.080872,0.732243,-0.014797,1
0.347937,0,0.172648,-0.213784,0.560423,-0.176361,0.913227,1.167374,0.299354,-0.496920,0.010004,-0.653212,0.670682,0.004398,0.343155,2.026455,0.198377,0.446485,0.493065,0.238934,1.087691,-0.594975,1.033319,-1.787057,0.305290,0.783601,0.054589,0.393196,0.076899,0.216009,0.239301,0.292506,1.244848,2.104295,2
0.347937,0,-0.130341,-0.136061,-0.379232,-0.251490,-0.336514,0.019298,-0.220579,-0.496362,0.157104,-0.028011,0.105867,-0.022357,0.277762,-0.274957,0.321091,0.038865,0.227651,0.046284,0.200261,0.112655,0.360925,0.264962,0.176169,0.147704,-0.107769,0.308945,0.146392,0.217053,0.172299,0.465529,0.156901,0.337513,1
0.347937,0,-0.446088,0.182242,-0.482951,0.019772,-0.646042,0.307613,-1.081139,0.541147,-0.764890,0.418133,-0.951020,0.490927,-0.731677,0.440883,-0.573895,0.821655,-1.129103,0.291469,-0.880535,0.081989,-0.909018,0.798257,-0.926897,0.045560,-1.242435,-0.002913,-2.393610,-1.913666,-0.667865,-0.137947,-0.678493,-0.165736,2
0.347937,0,0.485642,-0.598802,0.767382,0.537838,0.556039,0.139606,0.668576,-0.252837,0.762023,-0.400068,0.725070,0.316417,0.666042,0.397250,0.501781,1.173634,0.560321,0.798697,0.647829,0.516155,1.055911,0.769951,0.296422,1.163389,0.303115,1.094291,0.747657,1.208225,0.136043,1.388355,0.333382,1.126047,1
0.347937,0,0.410337,-0.294884,-1.766851,-1.999563,-1.298488,-1.312934,0.581053,-0.280221,0.743496,-0.328748,-0.941424,1.103812,-0.833833,-1.640119,0.768682,-0.221078,0.671280,-0.256736,-0.666229,0.964564,-1.165607,1.643256,0.679721,0.066878,0.323862,-0.333335,0.695268,-0.222812,-0.990499,-1.514691,-1.022271,-1.309206,2
0.347937,0,0.135337,-0.661937,0.081583,-0.157134,-0.198771,0.505520,0.276733,0.002614,0.042267,0.231458,0.285218,-0.654398,0.245380,0.670042,0.008108,-0.850454,0.002364,-0.456282,-0.110073,0.210539,0.281540,0.035938,-0.143650,-0.099417,-0.082023,0.048902,0.182388,-0.032625,0.509142,-0.483623,0.296532,0.284730,1
0.347937,0,-2.377180,0.236135,-1.805342,1.340815,-0.060844,-0.496746,-0.380539,-0.515563,-0.476938,-0.619906,0.117133,-0.007343,0.335940,-0.492903,-0.352511,0.917193,-0.035016,0.111900,0.275396,0.121417,-1.656673,-1.059224,1.043935,1.430766,-0.248275,-0.602922,-0.920574,0.274359,-0.574861,1.094279,0.338567,-0.222618,2
0.347937,0,-0.701861,0.207161,-0.284225,0.113259,-0.065492,-0.238983,0.028541,0.056804,0.085959,-0.649574,0.117133,-0.284828,0.323241,-0.069992,0.703360,-0.443861,0.103886,-0.035477,0.021407,0.111767,-0.133570,-0.287084,0.209482,0.077536,-0.073519,0.065502,-0.055732,0.248786,0.622006,-0.028986,0.088444,-0.099800,1
0.347937,0,0.301840,0.281215,-1.156208,-0.251490,0.031087,-0.097207,-0.231071,1.691956,-0.164318,1.698666,-0.683383,0.886564,-0.163763,0.125374,-0.661077,1.922121,-1.388178,1.682306,-0.719375,0.732843,-1.305462,0.558635,-2.267910,1.727230,-1.710757,1.730862,-2.393610,1.421169,-2.366672,0.257789,-0.668430,-0.030918,2
0.347937,0,0.522029,0.275688,0.369179,0.559669,0.364972,0.740835,0.169587,1.133871,-0.058834,1.326711,-0.251824,1.579227,-0.428565,1.700038,-0.822075,1.766594,-1.032754,1.580105,-1.316839,1.256247,-1.546664,1.128920,-1.863122,0.925668,-2.441049,0.596132,-1.913809,0.275776,-1.867532,-0.100192,-1.963699,-0.455911,1
0.347937,0,0.674689,0.331007,0.434274,0.752373,0.340229,0.898626,-0.063440,1.367022,-0.287655,1.558938,-0.478814,1.709604,-0.730207,1.683720,-1.136126,1.851705,-1.406493,1.578333,-1.671676,0.939437,-1.882439,0.744660,-2.160762,0.491012,-2.663248,0.101736,-2.087403,-0.325416,-1.794284,-0.648059,-1.815305,-1.092119,1
0.347937,0,-3.297799,-2.365858,-1.156208,-0.251490,-0.085161,-1.736689,0.185404,0.305145,-2.619684,-1.149354,-0.644182,-0.188763,-0.527182,-0.155185,1.000050,-0.530401,0.008671,-1.177391,1.039611,-1.945894,-2.256623,-1.787057,1.043935,-1.032269,-2.986491,-1.691672,-2.393610,-1.913666,1.132992,-1.939751,-0.668430,-0.030918,2
0.347937,0,0.199913,0.012161,0.364851,-0.196304,0.478338,-0.156371,0.296711,-0.169195,0.358170,0.316237,0.576257,-0.040280,0.616994,0.028989,0.525648,-0.150803,0.441889,0.046284,0.596093,0.203128,0.528936,0.339849,0.473723,0.443735,0.193604,0.373833,0.483820,0.400212,0.428842,0.293558,0.430844,0.291798,1
0.347937,0,0.720619,-2.365858,-1.156208,-0.251490,0.465469,-2.135402,0.585668,0.764956,-1.588835,-2.230258,-0.644182,-0.188763,-0.527182,-0.155185,0.547945,-1.546904,0.600224,-1.115280,-0.552115,-0.016010,-0.295901,-1.787057,-2.413575,-1.826594,-2.986491,-1.691672,1.079303,-1.913666,1.132992,-1.939751,-0.668430,-0.030918,2
0.347937,0,0.720619,-0.061803,0.694574,-0.319674,0.913227,-0.295190,0.962700,-0.479601,0.912299,-0.456654,0.949762,-0.370668,1.004615,-0.498292,1.000050,-0.279718,0.995918,-0.181294,1.087691,-0.373405,1.055911,-0.256541,1.026146,-0.294287,0.819945,-0.241611,0.985517,-0.282146,1.070628,-0.431907,0.996332,-0.528337,1
-2.865899,0,-1.288590,-0.100517,-1.156208,-0.251490,-1.116596,-0.229209,-1.009432,-0.374796,-0.845050,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.618020,0.007281,-0.573860,0.046284,-0.552115,-0.016010,-0.600356,0.108835,-0.684820,0.139995,0.887941,-1.691672,-0.657153,0.054938,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,0.634304,-0.374510,0.061771,-0.526874,0.839443,-0.579511,0.904049,-0.199949,0.787667,-0.336044,0.698551,-0.688265,1.004615,-0.840111,0.988286,-0.419805,1.001794,-0.358628,1.087691,-0.540263,0.942059,-0.639246,1.043935,-0.238239,0.670837,-0.447457,0.756808,-0.412172,0.942173,-0.612913,0.661891,-0.918590,1
0.347937,0,-0.717794,-0.821303,-1.156208,-0.251490,0.267378,-2.149516,-0.404342,1.605835,0.297708,-0.183200,-0.084093,-1.903305,-0.527182,-0.155185,0.338113,-0.717110,0.145897,-1.508055,-0.552115,-0.016010,-0.600356,0.108835,-0.265735,0.490107,0.887941,-0.307445,-0.551907,-0.899540,-0.331827,-1.357089,-0.668430,-0.030918,2
0.347937,0,0.609912,-1.217579,0.767382,-0.331609,0.890859,-1.900875,0.767124,1.008729,0.929584,-0.517525,0.963054,-0.441212,1.004615,-0.482802,1.000050,-0.348644,1.022903,-0.348475,1.087691,-0.468606,1.055911,-0.394922,1.043935,-0.447071,0.887941,-0.479073,1.079303,-0.672087,1.132992,-0.785877,1.244848,-0.986191,1
0.347937,0,-1.288590,-0.100517,-1.156208,-0.251490,-1.116596,-0.229209,-1.009432,-0.374796,0.258684,1.707619,-0.644182,-0.188763,-0.527182,-0.155185,-0.026049,-1.441119,0.321892,-1.880216,-0.552115,-0.016010,-0.600356,0.108835,-0.684820,0.139995,0.887941,0.325981,-0.657153,0.054938,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,0.709549,-0.088602,0.461185,-0.496992,0.674459,-0.544734,0.944182,-0.504113,0.867188,-0.464819,0.725521,-0.128828,0.807948,-0.610014,0.901040,-0.253951,0.995726,-0.125849,0.921677,-0.014563,0.854442,-0.002681,0.929284,-0.250805,0.647319,-0.197304,0.980220,-0.271476,0.787453,-0.493826,0.796873,-0.624379,1
0.347937,0,-1.084957,0.144389,-1.156208,-0.251490,-1.116596,-0.229209,0.069916,1.328869,-0.293476,1.707619,-0.644182,-0.188763,-0.527182,-0.155185,-0.016713,-2.005756,-0.045204,-1.880216,-0.552115,-0.016010,-0.600356,0.108835,-1.420716,-1.826594,0.887941,-1.691672,0.304930,-0.410617,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,0.720619,-1.396836,0.751031,-1.843707,0.700461,-2.100548,0.962700,-1.115065,0.929584,-0.782774,0.366609,-1.934707,1.004615,-1.410392,1.000050,-1.595157,0.651991,-1.667377,1.031954,-1.945894,0.561018,-1.311112,0.386075,-1.372391,-0.007499,-1.291436,0.749723,-1.913666,1.132992,-1.939751,-0.085932,-1.656072,1
0.347937,0,0.035660,-1.524941,-1.156208,-0.251490,-1.116596,-0.229209,0.514493,1.691956,0.929584,-0.879800,-0.644182,-0.188763,-0.527182,-0.155185,0.387141,-0.450222,0.768874,-1.880216,1.087691,-1.945894,-0.600356,0.108835,-0.684820,0.139995,0.887941,-1.581477,-0.880792,-1.779447,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,0.445036,0.336920,0.400361,0.641481,0.247506,0.842035,0.066543,1.071145,-0.193671,1.334410,-0.328891,1.542410,-0.589388,1.727221,-0.896991,1.532860,-1.118357,1.312899,-1.342485,1.066500,-1.597926,0.886075,-1.708831,0.646333,-2.270458,0.286746,-1.651118,-0.098928,-1.576903,-0.380541,-1.489455,-0.713204,1
0.347937,0,-0.444722,-1.482375,-1.156208,-0.251490,0.913227,-2.149516,0.765487,1.691956,-0.081957,0.980078,-0.644182,-0.188763,-0.527182,-0.155185,0.466087,-0.576500,0.767421,-1.880216,-0.552115,-0.016010,-0.600356,0.108835,-0.321781,1.477276,0.887941,0.526408,-0.657153,0.054938,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,0.720619,0.429459,0.602030,0.877240,0.467072,1.156178,-0.069514,1.365864,-0.354559,1.540486,-0.492025,1.594484,-0.863871,1.838921,-1.170882,1.527466,-1.393958,1.289396,-1.610233,0.844988,-1.827683,0.661715,-1.909436,0.210616,-2.438860,-0.090709,-1.785190,-0.499874,-1.513646,-0.859187,-1.384608,-1.169393,1
0.347937,0,0.546883,1.747683,-2.559908,1.918601,-1.917686,0.841075,-0.902838,0.239649,-1.175114,-0.520294,-0.694939,-0.370022,-0.505722,-0.229426,-0.600092,-0.003529,-0.568399,0.048152,-0.551328,-0.014563,-0.600406,0.109195,-0.684872,0.140035,-1.049295,0.126426,-0.657153,0.054938,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,-0.858037,-0.316268,-0.515018,-0.096480,-0.729955,0.136572,-0.539867,-0.177959,-0.126749,-0.265210,-0.146710,-0.284990,-0.053060,-0.259075,-0.155721,-0.232371,-0.041611,0.138024,-0.044562,-0.016010,-0.245435,-0.116871,-0.067412,0.046346,-0.620976,0.084792,-0.326393,0.054938,-0.319421,-0.032218,-0.387293,-0.070996,1
0.347937,0,0.720619,-0.434746,0.767382,-0.144765,0.048056,-0.260682,0.283774,-0.340922,0.667755,-0.379595,0.515133,-0.188763,0.527491,-0.512822,-0.299713,-0.289723,0.472946,-0.284612,0.550047,0.047271,1.055911,-0.450605,-0.146347,-0.537023,-0.034465,-0.243102,-0.087822,-0.009613,-0.129179,-0.854455,0.272520,-0.170924,2
0.347937,0,0.684092,-0.100517,0.548612,-0.183544,0.634106,-0.141412,0.568274,-0.374796,0.381063,-0.221477,0.631047,-0.018295,0.654109,0.053794,0.396946,0.519699,0.514845,0.291469,0.606801,0.227310,0.535909,0.364648,0.603881,0.586942,0.201798,0.400741,0.511013,0.108622,0.445571,0.327983,0.457343,0.333712,1
0.347937,0,-0.499252,1.086090,-2.672458,-0.005358,-1.454115,-1.695901,0.305329,-0.350202,0.612688,0.504670,-1.724727,0.432185,-1.060202,-1.544192,0.133233,0.318818,0.300559,0.160949,-1.402027,0.851685,-1.389584,-0.793496,-0.129146,1.521289,-0.042485,0.832721,0.335110,0.828324,-1.577340,-0.575099,-0.181673,-1.223157,2
0.347937,0,0.457192,-0.261606,0.767382,-0.305612,0.913227,-0.361499,0.721666,-0.370208,0.637763,-0.443558,0.963054,-0.336013,1.004615,-0.591513,0.787904,0.114636,0.831292,-0.026500,1.087691,-0.238449,1.055911,-0.245071,0.775010,0.209927,0.887941,-0.131053,0.770595,-0.233797,1.132992,-0.296542,1.244848,-0.975152,1
0.347937,0,-0.411851,-0.388827,-0.037025,-0.567129,-0.747533,-1.521057,-0.328159,-0.449943,-0.328791,-0.423571,-0.176621,0.399085,0.029841,-1.067504,-0.294406,-0.029316,0.006787,0.151374,-0.343417,0.931389,0.423515,0.419079,-0.119050,0.461808,-0.253118,-0.001332,-0.057295,-0.052449,-0.394139,-0.700670,-0.111838,-0.652073,2
0.347937,0,0.720619,-2.194892,0.767382,1.386322,-0.120825,-0.337898,0.218496,-0.374796,0.929584,-0.314420,0.083623,-0.036259,0.426576,-0.278666,0.981895,0.005570,0.269710,0.046284,0.314194,0.129638,0.976244,0.106712,1.043935,1.698419,0.736683,0.124099,0.981019,-1.913666,1.132992,0.852367,0.161856,-0.272646,1
0.347937,0,0.194407,1.787259,-2.621790,-0.768188,-0.439995,-0.503544,-0.117279,-0.670052,-2.039113,-0.054486,-0.108442,-0.188763,-0.089532,-0.311020,-1.236349,1.037211,-0.193671,0.092154,0.189700,0.075891,-0.324306,-0.387699,-1.674619,-0.061265,-0.567122,-0.802240,1.079303,0.054938,-1.783401,-0.085336,-0.167342,0.019921,2
0.347937,0,-0.409561,-0.006121,-0.034120,-0.477548,-0.313131,-0.229209,-0.352061,-0.503968,0.005301,-0.313329,-0.175400,0.021736,0.302547,-0.109742,0.089885,-0.454047,-0.008334,-0.395212,-0.005519,0.144807,-0.186289,0.464315,-0.000527,-0.228740,-0.196668,-0.056547,0.066376,-0.109106,0.403890,-0.601094,-0.030677,-0.164369,1
0.347937,0,0.720619,2.164823,-1.156208,-0.251490,-1.116596,-0.229209,-1.009432,-0.374796,0.002231,-2.113952,-1.471973,0.730443,-1.989880,0.468131,0.428256,2.020317,-0.573860,0.046284,-0.552115,-0.016010,0.427026,0.493720,-2.413575,-1.826594,0.887941,-1.691672,1.079303,2.023542,-0.616840,0.007387,-0.668430,-0.030918,2
0.347937,0,0.624519,0.048882,0.644541,0.031273,0.730462,0.138569,0.664533,-1.407387,0.752529,0.925916,0.608449,0.504910,0.579603,0.673576,0.452252,0.829485,0.950602,1.199525,0.321213,0.834837,0.174330,0.952715,0.014289,1.009208,-0.383377,0.912227,0.911387,2.023542,-0.207292,0.778843,-0.311948,0.763189,1
0.347937,0,-0.086279,0.813140,0.436697,1.495889,0.426090,1.128622,0.647356,-0.601808,0.881864,-0.152037,0.895936,-1.921067,0.881489,1.774345,0.926460,-0.097518,0.842038,0.395654,1.062831,-1.359094,0.835130,-1.516987,-0.190327,-0.451220,0.887941,0.436885,0.436085,0.895079,0.918760,1.584705,0.900056,1.438579,2
0.347937,0,0.637880,0.128939,0.767382,-0.293112,0.878984,-0.180145,0.903023,-0.567335,0.911039,-0.368218,0.930588,-0.251325,1.004615,-0.271750,1.000050,-0.096974,0.924543,0.076279,1.048663,-0.195181,1.020947,0.008012,0.898149,-0.168268,0.804195,-0.000750,0.922640,0.080668,1.132992,-0.202845,1.113674,-0.177992,1
0.347937,0,-1.288590,-0.100517,-1.803919,1.601508,-1.116596,-0.229209,0.348756,-2.441548,0.877729,0.320946,-1.062835,-1.385273,-0.990413,1.275207,0.905473,0.337238,-0.573860,0.046284,-0.552115,-0.016010,-0.899196,-1.787057,-0.684820,0.139995,0.887941,-1.691672,-0.657153,0.054938,-0.539025,1.212295,-0.668430,-0.030918,2
0.347937,0,0.658997,-0.080673,0.767382,-0.233196,0.885987,-0.243861,0.920654,-0.433574,0.926390,-0.384264,0.963054,-0.214446,1.004615,-0.211493,1.000050,-0.016372,0.998712,0.046765,1.087691,-0.066419,1.055911,0.018894,0.975114,0.050968,0.872211,0.063284,1.027556,0.006156,1.132992,-0.067675,1.214618,-0.118718,1
0.347937,0,-1.288590,-0.100517,0.746588,-0.744166,-0.732573,-0.333001,-1.009432,-0.374796,0.809672,-0.165860,0.963054,-0.592907,1.004615,-0.001881,1.000050,-0.221219,-0.573860,0.046284,1.087691,-0.422849,1.055911,-0.680273,-0.684820,0.139995,0.887941,-0.192977,-0.657153,0.054938,1.132992,-0.497817,-0.115129,-0.365634,2
0.347937,0,-0.000245,-0.068735,-0.499379,-0.304418,-0.045844,-0.162651,-0.624630,-0.122756,-0.076403,-0.217233,-0.291378,-0.090192,-0.078856,-0.155185,-0.026049,0.007281,-0.067574,0.187246,-0.112172,0.219339,-0.207854,0.219043,-0.305341,0.331856,-0.675315,0.228985,-0.354836,0.163290,-0.275413,0.007387,-0.341776,0.125315,1
0.347937,0,0.720619,2.164823,0.767382,-2.421581,-1.116596,-0.229209,-1.009432,-0.374796,0.929584,1.707619,0.963054,-2.209485,1.004615,2.026455,1.000050,-2.005756,-0.573860,0.046284,-0.552115,-0.016010,1.055911,-0.417806,-0.684820,0.139995,0.887941,-1.691672,1.079303,2.023542,1.132992,-1.939751,-0.668430,-0.030918,2
0.347937,0,-0.591515,0.361793,-0.253294,0.279966,-0.288103,0.162688,-0.083733,0.553134,-0.301799,0.882749,-0.447376,0.924695,-0.527182,0.957888,-0.717078,1.116504,-0.899728,1.107824,-1.020624,0.850469,-1.073568,0.727901,-1.743233,0.581475,-1.951611,0.397232,-1.684858,0.416512,-1.223927,0.007387,-1.176041,-0.553832,1
0.347937,0,-1.288590,-0.100517,0.767382,-2.421581,-1.116596,-0.229209,-1.009432,-0.374796,0.929584,1.707619,0.963054,-0.700854,1.004615,0.352875,1.000050,-2.005756,-0.573860,0.046284,-0.552115,-0.016010,1.055911,2.004727,-0.684820,0.139995,0.887941,-1.691672,-0.657153,0.054938,1.132992,-1.939751,-0.668430,-0.030918,2
0.347937,0,0.513791,0.765635,0.597644,0.562294,0.390852,1.069822,-0.110376,1.236051,-0.505775,1.484728,-0.679638,1.549644,-0.842549,1.641461,-1.224796,1.369040,-1.372242,0.967035,-1.757848,0.721881,-2.025226,0.276129,-1.968680,-0.105828,-2.365129,-0.312299,-1.614757,-0.784613,-1.388831,-0.980493,-1.217081,-1.239833,1
0.347937,0,-3.297799,0.536156,-0.728748,0.074740,-2.653030,-1.592320,-1.615251,1.097600,-2.619684,1.707619,-1.957278,0.498020,-1.738604,-0.212213,-2.204359,-1.663680,-1.534010,-0.998804,-0.627136,-1.617949,0.958489,-1.675540,-2.413575,-0.708332,0.391723,0.293255,-2.393610,0.157876,-0.296603,0.058285,-1.437586,-1.060967,2
0.347937,0,-0.752794,-0.327051,-0.130300,-0.251490,-0.439995,-0.485243,-0.286310,-0.133668,0.160582,-0.279639,0.507676,-0.020376,0.545076,-0.300635,0.244945,0.409888,0.091463,0.014169,-0.032838,0.369967,0.559031,0.108835,-0.252631,0.402201,-0.154010,0.225313,0.037429,0.120552,0.199754,0.072285,0.128776,-0.137679,1
0.347937,0,-1.824386,0.805619,-1.681405,0.012372,-1.477458,-0.314547,-0.887317,-0.516968,-0.765884,-0.261289,-0.658406,-0.133678,-0.551476,-0.158807,-0.619525,-0.010494,-0.566355,0.043336,-0.549852,-0.011417,-0.602244,0.110769,-0.686013,0.139012,-1.048907,0.125644,-0.656702,0.055036,-0.616840,0.007679,-0.668583,-0.030875,2
0.347937,0,0.720619,-0.957677,0.091528,0.393678,0.200049,-0.696304,0.696186,0.016213,0.929584,-0.859530,0.181150,-0.188763,0.425014,-0.273103,-0.093248,-0.427978,0.573143,-0.294052,0.467221,0.088300,0.653040,0.365046,-0.077422,-0.444672,0.133027,-0.276519,0.358291,-0.398372,0.660065,-1.150362,0.314058,-0.550287,1
0.347937,0,0.610736,-0.180167,-3.079797,-0.972025,-3.146419,-0.259223,0.908782,-0.350574,0.811731,-0.352798,-2.251418,0.142757,-2.058980,-0.163715,0.924211,-0.063498,0.898164,-0.006387,-2.179114,0.210153,-2.146630,0.767961,0.969651,0.132306,0.540036,0.376560,0.909720,-0.075797,-2.366672,-0.357701,-2.581707,-0.764898,2
0.347937,0,0.624217,-0.049457,0.647292,-0.279093,0.781817,-0.205896,0.897718,-0.410634,0.875209,-0.302820,0.893380,-0.250678,0.932008,-0.164021,0.991636,-0.046246,1.019215,0.080806,0.982481,-0.111945,0.953471,0.063902,0.992972,0.052462,0.814617,0.096482,1.034137,0.092499,1.053095,-0.059010,1.165217,-0.013644,1
0.347937,0,0.720619,-0.225768,0.767382,-2.421581,-0.101684,-0.442574,-0.297275,-0.834070,0.929584,-0.832955,-0.376304,-0.413285,1.004615,-0.911342,1.000050,-0.774844,1.022903,-0.779453,-0.552115,-0.498481,1.055911,-0.845424,1.043935,-0.406284,0.887941,-0.911563,1.079303,-0.491901,1.132992,-1.222347,1.244848,-1.438771,2
0.347937,0,-0.665052,-0.334867,-0.691892,-0.475986,-0.696625,-0.361652,-0.863395,-0.487041,-0.780294,-0.387881,-0.616747,-0.236917,-0.515831,-0.187517,-0.613473,-0.010696,-0.572615,0.036208,-0.552164,-0.021780,-0.600820,0.105688,-0.685356,0.138225,-1.049760,0.125554,-0.657466,0.054466,-0.617050,0.007153,-0.668583,-0.031046,1
